lesson_no,question_no,type,question,correct_letters,correct_answers,option_a,option_b,option_c,option_d
"9","12","single","Chỉ ra phương châm Nhà nước và các cơ quan, tổ chức cần thực hiện khi triển khai phòng ngừa tham nhũng:","C","Không muốn tham nhũng, không thể tham nhũng, không dám tham nhũng","Không muốn tham nhũng","Không quan tâm đến tham nhũng","Không muốn tham nhũng, không thể tham nhũng, không dám tham nhũng","Không muốn tham nhũng, không thể tham nhũng"
"9","13","single","Việc phát hiện, tố cáo hành vi tham nhũng của công dân được thực hiện dưới hình thức nào?","C","Cả A và B","Tố cáo hành vi tham nhũng với cơ quan, tổ chức cá nhân có thẩm quyền","Phản ánh với Ban thanh tra nhân dân, tổ chức","Cả A và B","Không có đáp án đúng"
"9","14","single","Có nghĩa vụ chấp hành quyết định về chuyển đổi vị trí công tác của cơ quan, tổ chức, đơn vị thuộc trách nhiệm của ai?","C","Trách nhiệm của cán bộ, công chức viên chức","Trách nhiệm của tổ chức","Trách nhiệm của Nhà nước","Trách nhiệm của cán bộ, công chức viên chức","Trách nhiệm của công dân"
"9","15","single","Xác định trách nhiệm của lãnh đạo, người đứng đầu cơ quan tổ chức trong phòng, chống tham nhũng: Tiếp nhận, giải quyết những phản ánh, báo cáo về hành vi có dấu hiệu tham nhũng","D","Tiếp nhận, giải quyết những phản ánh, báo cáo về hành vi có dấu hiệu tham nhũng xảy ra trong cơ quan, đơn vị, tổ chức của mình; Tuân thủ quyết định về việc luân chuyến cán bộ, kê khai tài sản","Tuân thủ quyết định về việc luân chuyển cán bộ, kê khai tài sản","Tiếp nhận, giải quyết những phản ánh, báo cáo về hành vi có dấu hiệu tham nhũng","xảy ra trong cơ quan, đơn vị, tổ chức","Tiếp nhận, giải quyết những phản ánh, báo cáo về hành vi có dấu hiệu tham nhũng xảy ra trong cơ quan, đơn vị, tổ chức của mình; Tuân thủ quyết định về việc luân chuyến cán bộ, kê khai tài sản"
"9","16","single","Xác định chủ thể của tham nhũng là:","A","Người có chức vụ, quyền hạn","Người có chức vụ, quyền hạn","Bộ đội, công an","Viên chức","Công chức"
"9","17","single","Chỉ ra hành vi nào sau đây không phải là hành vi tham nhũng: Nhận hối lộ, đưa hối lộ, môi giới hối lộ để giải quyết công việc của cơ quan, tổ","C","Không thực hiện kịp thời trách nhiệm giải trình","chức, đơn vị hoặc địa phương vì vụ lợi","Lạm dụng chức vụ, quyền hạn chiếm đoạt tài sản","Không thực hiện kịp thời trách nhiệm giải trình","Tham ô tài sản"
"9","18","single","Ý nghĩa của công tác phòng, chống tham nhũng là:","A","Góp phần bảo vệ chế độ, xây dựng Nhà nước pháp quyền, tăng trưởng kinh tế đất nước, nâng cao đời sống nhân dân, duy trì đạo đức truyền thống, lành mạnh các quan hệ xã hội và củng cố niềm tin của nhân dân vào chế độ và pháp luật","Góp phần bảo vệ chế độ, xây dựng Nhà nước pháp quyền, tăng trưởng kinh tế đất nước, nâng cao đời sống nhân dân, duy trì đạo đức truyền thống, lành mạnh các quan hệ xã hội và củng cố niềm tin của nhân dân vào chế độ và pháp luật","Góp phần tăng trưởng kinh tế đất nước, nâng cao đời sống nhân dân","Góp phần bảo vệ chế độ, xây dựng Nhà nước pháp quyền","Góp phần duy trì đạo đức truyền thống, lành mạnh các quan hệ xã hội và củng cố niềm tin của nhân dân vào chế độ và pháp luật"
"9","19","single","Chấp hành nghiêm chỉnh pháp luật phòng, chống tham nhũng; Lên án, đấu tranh với những người có hành vi tham nhũng thuộc trách nhiệm:","A","Trách nhiệm của công dân","Trách nhiệm của công dân","Trách nhiệm của nhà báo","Trách nhiệm của cán bộ","Trách nhiệm của tập thể"
"9","20","single","Xác định dấu hiệu để phân biệt hành vi tham nhũng với hành vi phạm pháp luật khác có yếu tố vụ lợi?","A","Thực hiện bởi những người có chức vụ, quyền hạn","Thực hiện bởi những người có chức vụ, quyền hạn","Thực hiện bởi những người không có chức vụ, quyền hạn","Chủ thể là người lao động","Chủ thể là cá nhân"
"9","21","single","Chỉ ra đặc điểm của tội nhận hối lộ:","A","Việc nhận hối lộ có thể là trực tiếp hoặc qua trung gian; Chủ thể có sự lợi dụng chức vụ, quyền hạn; Của hối lộ phải là tiền, tài sản hoặc lợi ích có tính vật chất hoặc phi vật chất","Việc nhận hối lộ có thể là trực tiếp hoặc qua trung gian; Chủ thể có sự lợi dụng chức vụ, quyền hạn; Của hối lộ phải là tiền, tài sản hoặc lợi ích có tính vật chất hoặc phi vật chất","Việc nhận hối lộ có thể là trực tiếp hoặc qua trung gian","Của hối lộ phải là tiền, tài sản hoặc lợi ích có tính vật chất hoặc phi vật chất","Chủ thể có sự lợi dụng chức vụ, quyền hạn"
"9","22","single","Cha mẹ không trực tiếp nuôi con sau ly hôn ccos nghĩa vụ gì?","C","Cấp dưỡng và tôn trọng quyền lợi của con sống cùng người trực tiếp nuôi","Cản trở người trực tiếp nuôi con trong việc chăm sóc con","Chỉ thăm non con khi có yêu cầu từ tòa án","Cấp dưỡng và tôn trọng quyền lợi của con sống cùng người trực tiếp nuôi","Không cần quan tâm đến con"
"9","23","single","Theo quy định tại Điều 6 Luật phòng chống tham nhũng năm 2018, chấp hành nghiêm chỉnh pháp luật phòng, chống tham nhũng là trách nhiệm của ai?","B","Trách nhiệm của công dân","Trách nhiệm của cán bộ, công chức","Trách nhiệm của công dân","Trách nhiệm của nhà báo","Trách nhiệm của cơ quan nhà nước"
"9","24","single","Xác định biểu hiện của tội lợi dụng chức vụ, quyền hạn trong khi thi hành nhiệm vụ, công vụ:","D","Người có chức vụ, quyền hạn đã lợi dụng chức vụ, quyền hạn hay trách nhiệm của mình làm trái công vụ để mưu cầu lợi ích riêng","Người có chức vụ, quyền hạn đã lợi dụng chức vụ, quyền hạn hay trách nhiệm của mình làm trái công vụ","Công chức, viên chức làm trái công vụ để mưu cầu lợi ích riêng","Công chức, viên chức làm trái công vụ","Người có chức vụ, quyền hạn đã lợi dụng chức vụ, quyền hạn hay trách nhiệm của mình làm trái công vụ để mưu cầu lợi ích riêng"
"9","25","single","Tại sao người có chức vụ, quyền hạn lợi dụng chức vụ, quyền hạn sửa chữa, làm sai lệnh nội dung giấy tờ, tài liệu hoặc làm, cấp giấy tờ giả hoặc giả mạo chữ ký của người có chức vụ, quyền hạn?","A","Vì vụ lợi","Vì vụ lợi","Vì cuộc sống","Vì công việc","Vì người quen, thân"
"9","26","single","Nguyên nhân của tham nhũng là:","D","Do chính sách pháp luật chưa đầy đủ, thiếu đồng bộ, thiểu nhất quán","Do công tác quản lý, giáo dục cán bộ, đảng viên nghiêm khắc, chặt chẽ","Do phẩm chất đạo đức của một bộ phận cán bộ, đảng viên tốt","Do chính sách pháp luật đầy đủ, nhất quán","Do chính sách pháp luật chưa đầy đủ, thiếu đồng bộ, thiểu nhất quán"
"9","27","single","Chỉ ra động cơ, mục đích của người có hành vi tham nhũng là:","D","Vụ lợi","Nhu cầu công việc","Gây thất thoát ngân sách Nhà nước","Thăng quan, tiến chức","Vụ lợi"
"9","28","single","Thế nào là tham nhũng? Tham nhũng là hành vi của cán bộ, công chức Nhà nước đã lợi dụng chức vụ, quyền hạn đó vì vụ lợi","C","Tham nhũng là hành vi của người có chức vụ, quyền hạn đã lợi dụng chức vụ, quyền hạn đó vì vụ lợi","Tham nhũng là hành vi của quyền, hách dịch, đòi hỏi, gây khó khăn, phiền hà của","người có chức vụ quyền hạn trong khi thực hiện nhiệm, công cụ","Tham nhũng là hành vi của người có chức vụ, quyền hạn đã lợi dụng chức vụ, quyền hạn đó vì vụ lợi","Tham nhũng là hành vi lợi dụng chức vụ, quyền hạn vụ lợi"
"9","29","single","Xác định trường hợp vi phạm tội lạm quyền trong khi thi hành công vụ?","B","Người có chức vụ, quyền hạn vì mưu cầu lợi ích cho mình hoặc cho người khác đã vượt quá chức vụ, quyền hạn làm trái công vụ","Người có chức vụ, quyền hạn vì mưu cầu lợi ích","Người có chức vụ, quyền hạn vì mưu cầu lợi ích cho mình hoặc cho người khác đã vượt quá chức vụ, quyền hạn làm trái công vụ","Người có chức vụ, quyền hạn vì mưu cầu lợi ích cho mình","Người có chức vụ, quyền hạn vì mưu cầu lợi ích cho mình hoặc cho người khác"
"9","30","single","Xác định đâu không phải chủ thể của tham nhũng là:","D","Người của công chức","Người có chức vụ, quyền hạn","Người có chức quyền","Người có quyền hạn","Người của công chức"
